premise,hypothesis,label
"You can opt out (via a link) from the use of generic personal information by the site, which uses it for advertising.","(A) Upon clicking the “Do Not Sell or Share My Personal Information” link, the 
business shall not require the consumer to search or scroll through the text of a 
privacy policy or similar document or webpage to locate the mechanism for 
submitting a request to opt-out of sale/sharing.",Neutral
"A user without an account can opt out (via a link) from the use of unspecified information by the site, which uses it for marketing purposes.","(A) Upon clicking the “Do Not Sell or Share My Personal Information” link, the 
business shall not require the consumer to search or scroll through the text of a 
privacy policy or similar document or webpage to locate the mechanism for 
submitting a request to opt-out of sale/sharing.",Neutral
"You can opt out (via a link) from the use of unspecified information by a third party, which uses it for an unspecified purpose.","(A) Upon clicking the “Do Not Sell or Share My Personal Information” link, the 
business shall not require the consumer to search or scroll through the text of a 
privacy policy or similar document or webpage to locate the mechanism for 
submitting a request to opt-out of sale/sharing.",Neutral
The public does see your unspecified personal information for an unspecified purpose. You can opt out using the provided link.,"(A) Upon clicking the “Do Not Sell or Share My Personal Information” link, the 
business shall not require the consumer to search or scroll through the text of a 
privacy policy or similar document or webpage to locate the mechanism for 
submitting a request to opt-out of sale/sharing.",Neutral
"You can opt out (by contacting the company) from the use of generic personal information by a third party, which uses it for marketing purposes.","(A) Upon clicking the “Do Not Sell or Share My Personal Information” link, the 
business shall not require the consumer to search or scroll through the text of a 
privacy policy or similar document or webpage to locate the mechanism for 
submitting a request to opt-out of sale/sharing.",Neutral
"You can opt out (by contacting the company) from the use of generic personal information by a third party, which collects or receives it for advertising.","(A) Upon clicking the “Do Not Sell or Share My Personal Information” link, the 
business shall not require the consumer to search or scroll through the text of a 
privacy policy or similar document or webpage to locate the mechanism for 
submitting a request to opt-out of sale/sharing.",Neutral
"You can opt out (by contacting the company) from the use of generic personal information by the site, which uses it for an unspecified purpose.","(A) Upon clicking the “Do Not Sell or Share My Personal Information” link, the 
business shall not require the consumer to search or scroll through the text of a 
privacy policy or similar document or webpage to locate the mechanism for 
submitting a request to opt-out of sale/sharing.",Neutral
"You can opt out (via a link) from the use of generic personal information by the site, which uses it for an unspecified purpose.","(A) Upon clicking the “Do Not Sell or Share My Personal Information” link, the 
business shall not require the consumer to search or scroll through the text of a 
privacy policy or similar document or webpage to locate the mechanism for 
submitting a request to opt-out of sale/sharing.",Neutral
"You can opt out (by contacting the company) from the use of unspecified information by a third party, which uses it for marketing purposes.","(A) Upon clicking the “Do Not Sell or Share My Personal Information” link, the 
business shall not require the consumer to search or scroll through the text of a 
privacy policy or similar document or webpage to locate the mechanism for 
submitting a request to opt-out of sale/sharing.",Neutral
Another part of the company or institution does receive your unspecified personal information for marketing purposes. You can opt out using the provided link.,"(A) Upon clicking the “Do Not Sell or Share My Personal Information” link, the 
business shall not require the consumer to search or scroll through the text of a 
privacy policy or similar document or webpage to locate the mechanism for 
submitting a request to opt-out of sale/sharing.",Neutral
You can opt out (via a link) from the use of unspecified information by an unspecified party for an unspecified purpose.,"(A) Upon clicking the “Do Not Sell or Share My Personal Information” link, the 
business shall not require the consumer to search or scroll through the text of a 
privacy policy or similar document or webpage to locate the mechanism for 
submitting a request to opt-out of sale/sharing.",Neutral
"You can opt out (by contacting the company) from the use of generic personal information by the site, which uses it for marketing purposes.","(A) Upon clicking the “Do Not Sell or Share My Personal Information” link, the 
business shall not require the consumer to search or scroll through the text of a 
privacy policy or similar document or webpage to locate the mechanism for 
submitting a request to opt-out of sale/sharing.",Neutral
You can opt out (by contacting the company) from the use of generic personal information by an unspecified party for marketing purposes.,"(A) Upon clicking the “Do Not Sell or Share My Personal Information” link, the 
business shall not require the consumer to search or scroll through the text of a 
privacy policy or similar document or webpage to locate the mechanism for 
submitting a request to opt-out of sale/sharing.",Neutral
"You can opt out (via a link) from the use of unspecified information by the site, which collects it for marketing purposes.","(A) Upon clicking the “Do Not Sell or Share My Personal Information” link, the 
business shall not require the consumer to search or scroll through the text of a 
privacy policy or similar document or webpage to locate the mechanism for 
submitting a request to opt-out of sale/sharing.",Neutral
You can opt out (via a link) from the use of contact information by an unspecified party for marketing purposes.,"(A) Upon clicking the “Do Not Sell or Share My Personal Information” link, the 
business shall not require the consumer to search or scroll through the text of a 
privacy policy or similar document or webpage to locate the mechanism for 
submitting a request to opt-out of sale/sharing.",Neutral
"You can opt out (by contacting the company) from the use of generic personal information by a third party, which collects or receives it for marketing purposes.","(A) Upon clicking the “Do Not Sell or Share My Personal Information” link, the 
business shall not require the consumer to search or scroll through the text of a 
privacy policy or similar document or webpage to locate the mechanism for 
submitting a request to opt-out of sale/sharing.",Neutral
You can opt out (via a link) from the use of unspecified information by an unspecified party for advertising.,"(A) Upon clicking the “Do Not Sell or Share My Personal Information” link, the 
business shall not require the consumer to search or scroll through the text of a 
privacy policy or similar document or webpage to locate the mechanism for 
submitting a request to opt-out of sale/sharing.",Neutral
A user with an account can opt out (via a link) from the use of contact information by an unspecified party for advertising.,"(A) Upon clicking the “Do Not Sell or Share My Personal Information” link, the 
business shall not require the consumer to search or scroll through the text of a 
privacy policy or similar document or webpage to locate the mechanism for 
submitting a request to opt-out of sale/sharing.",Neutral
"You can opt out (via a link) from the use of contact information by a third party, which collects or receives it for marketing purposes.","(A) Upon clicking the “Do Not Sell or Share My Personal Information” link, the 
business shall not require the consumer to search or scroll through the text of a 
privacy policy or similar document or webpage to locate the mechanism for 
submitting a request to opt-out of sale/sharing.",Neutral
"You can opt out (via a link) from the use of unspecified information by the site, which uses it for advertising.","(A) Upon clicking the “Do Not Sell or Share My Personal Information” link, the 
business shall not require the consumer to search or scroll through the text of a 
privacy policy or similar document or webpage to locate the mechanism for 
submitting a request to opt-out of sale/sharing.",Neutral
"You can opt out (by contacting the company) from the use of unspecified information by a third party, which uses it for advertising.","(A) Upon clicking the “Do Not Sell or Share My Personal Information” link, the 
business shall not require the consumer to search or scroll through the text of a 
privacy policy or similar document or webpage to locate the mechanism for 
submitting a request to opt-out of sale/sharing.",Neutral
"You can opt out (by contacting the company) from the use of generic personal information by the site, which collects it for an unspecified purpose.","(A) Upon clicking the “Do Not Sell or Share My Personal Information” link, the 
business shall not require the consumer to search or scroll through the text of a 
privacy policy or similar document or webpage to locate the mechanism for 
submitting a request to opt-out of sale/sharing.",Neutral
"You can opt out (by contacting the company) from the use of unspecified information by the site, which uses it for marketing purposes.","(A) Upon clicking the “Do Not Sell or Share My Personal Information” link, the 
business shall not require the consumer to search or scroll through the text of a 
privacy policy or similar document or webpage to locate the mechanism for 
submitting a request to opt-out of sale/sharing.",Neutral
You can opt out (by contacting the company) from the use of unspecified information by an unspecified party for marketing purposes.,"(A) Upon clicking the “Do Not Sell or Share My Personal Information” link, the 
business shall not require the consumer to search or scroll through the text of a 
privacy policy or similar document or webpage to locate the mechanism for 
submitting a request to opt-out of sale/sharing.",Neutral
You can opt out (by contacting the company) from the use of generic personal information by an unspecified party for an unspecified purpose.,"(A) Upon clicking the “Do Not Sell or Share My Personal Information” link, the 
business shall not require the consumer to search or scroll through the text of a 
privacy policy or similar document or webpage to locate the mechanism for 
submitting a request to opt-out of sale/sharing.",Neutral
"You can opt out (via a link) from the use of generic personal information by the site, which collects it for an unspecified purpose.","(A) Upon clicking the “Do Not Sell or Share My Personal Information” link, the 
business shall not require the consumer to search or scroll through the text of a 
privacy policy or similar document or webpage to locate the mechanism for 
submitting a request to opt-out of sale/sharing.",Neutral
"You can opt out (by contacting the company) from the use of generic personal information by a third party, which collects or receives it for an unspecified purpose.","(A) Upon clicking the “Do Not Sell or Share My Personal Information” link, the 
business shall not require the consumer to search or scroll through the text of a 
privacy policy or similar document or webpage to locate the mechanism for 
submitting a request to opt-out of sale/sharing.",Neutral
"You can opt out (by contacting the company) from the use of unspecified information by a third party, which collects or receives it for marketing purposes.","(A) Upon clicking the “Do Not Sell or Share My Personal Information” link, the 
business shall not require the consumer to search or scroll through the text of a 
privacy policy or similar document or webpage to locate the mechanism for 
submitting a request to opt-out of sale/sharing.",Neutral
"You can opt out (via a link) from the use of unspecified information by the site, which uses it for an unspecified purpose.","(A) Upon clicking the “Do Not Sell or Share My Personal Information” link, the 
business shall not require the consumer to search or scroll through the text of a 
privacy policy or similar document or webpage to locate the mechanism for 
submitting a request to opt-out of sale/sharing.",Neutral
"You can opt out (via a link) from the use of contact information by a third party, which uses it for marketing purposes.","(A) Upon clicking the “Do Not Sell or Share My Personal Information” link, the 
business shall not require the consumer to search or scroll through the text of a 
privacy policy or similar document or webpage to locate the mechanism for 
submitting a request to opt-out of sale/sharing.",Neutral
"You can opt out (by contacting the company) from the use of unspecified information by the site, which uses it for an unspecified purpose.","(A) Upon clicking the “Do Not Sell or Share My Personal Information” link, the 
business shall not require the consumer to search or scroll through the text of a 
privacy policy or similar document or webpage to locate the mechanism for 
submitting a request to opt-out of sale/sharing.",Neutral
"A user with an account can opt out (via a link) from the use of unspecified information by the site, which uses it for an unspecified purpose.","(A) Upon clicking the “Do Not Sell or Share My Personal Information” link, the 
business shall not require the consumer to search or scroll through the text of a 
privacy policy or similar document or webpage to locate the mechanism for 
submitting a request to opt-out of sale/sharing.",Neutral
You can opt out (via a link) from the use of contact information by an unspecified party for an unspecified purpose.,"(A) Upon clicking the “Do Not Sell or Share My Personal Information” link, the 
business shall not require the consumer to search or scroll through the text of a 
privacy policy or similar document or webpage to locate the mechanism for 
submitting a request to opt-out of sale/sharing.",Neutral
"You can opt out (by contacting the company) from the use of unspecified information by a third party, which uses it for an unspecified purpose.","(A) Upon clicking the “Do Not Sell or Share My Personal Information” link, the 
business shall not require the consumer to search or scroll through the text of a 
privacy policy or similar document or webpage to locate the mechanism for 
submitting a request to opt-out of sale/sharing.",Neutral
You can use privacy configuration settings (in the website or app) to control the use of unspecified information by an unspecified party for marketing purposes.,"(A) Upon clicking the “Do Not Sell or Share My Personal Information” link, the 
business shall not require the consumer to search or scroll through the text of a 
privacy policy or similar document or webpage to locate the mechanism for 
submitting a request to opt-out of sale/sharing.",Neutral
"You can opt out (via a link) from the use of contact information by a third party, which collects or receives it for an unspecified purpose.","(A) Upon clicking the “Do Not Sell or Share My Personal Information” link, the 
business shall not require the consumer to search or scroll through the text of a 
privacy policy or similar document or webpage to locate the mechanism for 
submitting a request to opt-out of sale/sharing.",Neutral
"A user with an account can opt out (by contacting the company) from the use of unspecified information by the site, which uses it for marketing purposes.","(A) Upon clicking the “Do Not Sell or Share My Personal Information” link, the 
business shall not require the consumer to search or scroll through the text of a 
privacy policy or similar document or webpage to locate the mechanism for 
submitting a request to opt-out of sale/sharing.",Neutral
You can opt out (by contacting the company) from the use of unspecified information by an unspecified party for an unspecified purpose.,"(A) Upon clicking the “Do Not Sell or Share My Personal Information” link, the 
business shall not require the consumer to search or scroll through the text of a 
privacy policy or similar document or webpage to locate the mechanism for 
submitting a request to opt-out of sale/sharing.",Neutral
"You can opt out (by contacting the company) from the use of generic personal information by the site, which uses it for a basic service or feature.","(A) Upon clicking the “Do Not Sell or Share My Personal Information” link, the 
business shall not require the consumer to search or scroll through the text of a 
privacy policy or similar document or webpage to locate the mechanism for 
submitting a request to opt-out of sale/sharing.",Neutral
"A user with an account can opt out (via a link) from the use of contact information by the site, which uses it for marketing purposes.","(A) Upon clicking the “Do Not Sell or Share My Personal Information” link, the 
business shall not require the consumer to search or scroll through the text of a 
privacy policy or similar document or webpage to locate the mechanism for 
submitting a request to opt-out of sale/sharing.",Neutral
"You can opt out (by contacting the company) from the use of generic personal information by the site, which collects it for a basic service or feature.","(A) Upon clicking the “Do Not Sell or Share My Personal Information” link, the 
business shall not require the consumer to search or scroll through the text of a 
privacy policy or similar document or webpage to locate the mechanism for 
submitting a request to opt-out of sale/sharing.",Neutral
"You can opt out (via a link) from the use of contact information by a third party, which uses it for advertising.","(A) Upon clicking the “Do Not Sell or Share My Personal Information” link, the 
business shall not require the consumer to search or scroll through the text of a 
privacy policy or similar document or webpage to locate the mechanism for 
submitting a request to opt-out of sale/sharing.",Neutral
"You can use privacy configuration settings (in the website or app) to control the use of unspecified information by a third party, which uses it for marketing purposes.","(A) Upon clicking the “Do Not Sell or Share My Personal Information” link, the 
business shall not require the consumer to search or scroll through the text of a 
privacy policy or similar document or webpage to locate the mechanism for 
submitting a request to opt-out of sale/sharing.",Neutral
"You can opt out (by contacting the company) from the use of unspecified information by a third party, which collects or receives it for an unspecified purpose.","(A) Upon clicking the “Do Not Sell or Share My Personal Information” link, the 
business shall not require the consumer to search or scroll through the text of a 
privacy policy or similar document or webpage to locate the mechanism for 
submitting a request to opt-out of sale/sharing.",Neutral
Another part of the company or institution does receive your unspecified personal information for marketing purposes. The data is personally identifiable. You can opt out using the provided link for the use of your information.,"(A) Upon clicking the “Do Not Sell or Share My Personal Information” link, the 
business shall not require the consumer to search or scroll through the text of a 
privacy policy or similar document or webpage to locate the mechanism for 
submitting a request to opt-out of sale/sharing.",Neutral
"You can opt out (by contacting the company) from the use of unspecified information by the site, which collects it for marketing purposes.","(A) Upon clicking the “Do Not Sell or Share My Personal Information” link, the 
business shall not require the consumer to search or scroll through the text of a 
privacy policy or similar document or webpage to locate the mechanism for 
submitting a request to opt-out of sale/sharing.",Neutral
"You can opt out (by contacting the company) from the use of generic personal information by a third party, which collects or receives it for a basic service or feature.","(A) Upon clicking the “Do Not Sell or Share My Personal Information” link, the 
business shall not require the consumer to search or scroll through the text of a 
privacy policy or similar document or webpage to locate the mechanism for 
submitting a request to opt-out of sale/sharing.",Neutral
A user without an account can opt out (via a link) from the use of unspecified information by an unspecified party for an unspecified purpose.,"(A) Upon clicking the “Do Not Sell or Share My Personal Information” link, the 
business shall not require the consumer to search or scroll through the text of a 
privacy policy or similar document or webpage to locate the mechanism for 
submitting a request to opt-out of sale/sharing.",Neutral
A user without an account can opt out (by contacting the company) from the use of unspecified information by an unspecified party for marketing purposes.,"(A) Upon clicking the “Do Not Sell or Share My Personal Information” link, the 
business shall not require the consumer to search or scroll through the text of a 
privacy policy or similar document or webpage to locate the mechanism for 
submitting a request to opt-out of sale/sharing.",Neutral
"You can opt out (via a link) from the use of unspecified information by the site, which collects it for an unspecified purpose.","(A) Upon clicking the “Do Not Sell or Share My Personal Information” link, the 
business shall not require the consumer to search or scroll through the text of a 
privacy policy or similar document or webpage to locate the mechanism for 
submitting a request to opt-out of sale/sharing.",Neutral
"You can opt out (by contacting the company) from the use of unspecified information by the site, which collects it for an unspecified purpose.","(A) Upon clicking the “Do Not Sell or Share My Personal Information” link, the 
business shall not require the consumer to search or scroll through the text of a 
privacy policy or similar document or webpage to locate the mechanism for 
submitting a request to opt-out of sale/sharing.",Neutral
"You can make a choice about your privacy not described by our label scheme the use of unspecified information by the site, which uses it for marketing purposes.","(A) Upon clicking the “Do Not Sell or Share My Personal Information” link, the 
business shall not require the consumer to search or scroll through the text of a 
privacy policy or similar document or webpage to locate the mechanism for 
submitting a request to opt-out of sale/sharing.",Neutral
"You can opt out (via a link) from the use of contact information by the site, which uses it for marketing purposes.","(A) Upon clicking the “Do Not Sell or Share My Personal Information” link, the 
business shall not require the consumer to search or scroll through the text of a 
privacy policy or similar document or webpage to locate the mechanism for 
submitting a request to opt-out of sale/sharing.",Neutral
"You can use third party privacy settings to control the use of unspecified information by a third party, which uses it for marketing purposes.","(A) Upon clicking the “Do Not Sell or Share My Personal Information” link, the 
business shall not require the consumer to search or scroll through the text of a 
privacy policy or similar document or webpage to locate the mechanism for 
submitting a request to opt-out of sale/sharing.",Neutral
"A user with an account can opt out (by contacting the company) from the use of unspecified information by a third party, which collects or receives it for advertising.","(A) Upon clicking the “Do Not Sell or Share My Personal Information” link, the 
business shall not require the consumer to search or scroll through the text of a 
privacy policy or similar document or webpage to locate the mechanism for 
submitting a request to opt-out of sale/sharing.",Neutral
You can opt out (by contacting the company) from the use of unspecified information by an unspecified party for advertising.,"(A) Upon clicking the “Do Not Sell or Share My Personal Information” link, the 
business shall not require the consumer to search or scroll through the text of a 
privacy policy or similar document or webpage to locate the mechanism for 
submitting a request to opt-out of sale/sharing.",Neutral
"A user without an account can opt out (by contacting the company) from the use of unspecified information by the site, which uses it for marketing purposes.","(A) Upon clicking the “Do Not Sell or Share My Personal Information” link, the 
business shall not require the consumer to search or scroll through the text of a 
privacy policy or similar document or webpage to locate the mechanism for 
submitting a request to opt-out of sale/sharing.",Neutral
"A user without an account can opt out (via a link) from the use of unspecified information by the site, which uses it for an unspecified purpose.","(A) Upon clicking the “Do Not Sell or Share My Personal Information” link, the 
business shall not require the consumer to search or scroll through the text of a 
privacy policy or similar document or webpage to locate the mechanism for 
submitting a request to opt-out of sale/sharing.",Neutral
"You can opt out (by contacting the company) from the use of contact information by a third party, which uses it for marketing purposes.","(A) Upon clicking the “Do Not Sell or Share My Personal Information” link, the 
business shall not require the consumer to search or scroll through the text of a 
privacy policy or similar document or webpage to locate the mechanism for 
submitting a request to opt-out of sale/sharing.",Neutral
"You can opt out (via a link) from the use of contact information by a third party, which uses it for legal requirements.","(A) Upon clicking the “Do Not Sell or Share My Personal Information” link, the 
business shall not require the consumer to search or scroll through the text of a 
privacy policy or similar document or webpage to locate the mechanism for 
submitting a request to opt-out of sale/sharing.",Neutral
"A user with an account can opt out (by contacting the company) from the use of unspecified information by the site, which uses it for an unspecified purpose.","(A) Upon clicking the “Do Not Sell or Share My Personal Information” link, the 
business shall not require the consumer to search or scroll through the text of a 
privacy policy or similar document or webpage to locate the mechanism for 
submitting a request to opt-out of sale/sharing.",Neutral
"You can opt out (via a link) from the use of unspecified information by the site, which collects it for advertising.","(A) Upon clicking the “Do Not Sell or Share My Personal Information” link, the 
business shall not require the consumer to search or scroll through the text of a 
privacy policy or similar document or webpage to locate the mechanism for 
submitting a request to opt-out of sale/sharing.",Neutral
"You can opt out (by contacting the company) from the use of contact information by the site, which uses it for an unspecified purpose.","(A) Upon clicking the “Do Not Sell or Share My Personal Information” link, the 
business shall not require the consumer to search or scroll through the text of a 
privacy policy or similar document or webpage to locate the mechanism for 
submitting a request to opt-out of sale/sharing.",Neutral
You can opt out (by contacting the company) from the use of contact information by an unspecified party for an unspecified purpose.,"(A) Upon clicking the “Do Not Sell or Share My Personal Information” link, the 
business shall not require the consumer to search or scroll through the text of a 
privacy policy or similar document or webpage to locate the mechanism for 
submitting a request to opt-out of sale/sharing.",Neutral
"You can use privacy configuration settings (in the website or app) to control the use of unspecified information by the site, which uses it for marketing purposes.","(A) Upon clicking the “Do Not Sell or Share My Personal Information” link, the 
business shall not require the consumer to search or scroll through the text of a 
privacy policy or similar document or webpage to locate the mechanism for 
submitting a request to opt-out of sale/sharing.",Neutral
"You can make a choice about your privacy not described by our label scheme the use of unspecified information by the site, which uses it for advertising.","(A) Upon clicking the “Do Not Sell or Share My Personal Information” link, the 
business shall not require the consumer to search or scroll through the text of a 
privacy policy or similar document or webpage to locate the mechanism for 
submitting a request to opt-out of sale/sharing.",Neutral
"You can opt out (via a link) from the use of generic personal information by the site, which uses it for an additional (non-basic) service or feature.","(A) Upon clicking the “Do Not Sell or Share My Personal Information” link, the 
business shall not require the consumer to search or scroll through the text of a 
privacy policy or similar document or webpage to locate the mechanism for 
submitting a request to opt-out of sale/sharing.",Neutral
"You can make a choice about your privacy not described by our label scheme the use of unspecified information by the site, which collects it for marketing purposes.","(A) Upon clicking the “Do Not Sell or Share My Personal Information” link, the 
business shall not require the consumer to search or scroll through the text of a 
privacy policy or similar document or webpage to locate the mechanism for 
submitting a request to opt-out of sale/sharing.",Neutral
"You can make a choice about your privacy not described by our label scheme the use of unspecified information by a third party, which uses it for advertising.","(A) Upon clicking the “Do Not Sell or Share My Personal Information” link, the 
business shall not require the consumer to search or scroll through the text of a 
privacy policy or similar document or webpage to locate the mechanism for 
submitting a request to opt-out of sale/sharing.",Neutral
"You can opt out (via a link) from the use of contact information by the site, which uses it for advertising.","(A) Upon clicking the “Do Not Sell or Share My Personal Information” link, the 
business shall not require the consumer to search or scroll through the text of a 
privacy policy or similar document or webpage to locate the mechanism for 
submitting a request to opt-out of sale/sharing.",Neutral
"You can make a choice about your privacy not described by our label scheme the use of unspecified information by the site, which uses it for mergers or acquisitions.","(A) Upon clicking the “Do Not Sell or Share My Personal Information” link, the 
business shall not require the consumer to search or scroll through the text of a 
privacy policy or similar document or webpage to locate the mechanism for 
submitting a request to opt-out of sale/sharing.",Neutral
"You can opt out (via a link) from the use of contact information by the site, which uses it for an unspecified purpose.","(A) Upon clicking the “Do Not Sell or Share My Personal Information” link, the 
business shall not require the consumer to search or scroll through the text of a 
privacy policy or similar document or webpage to locate the mechanism for 
submitting a request to opt-out of sale/sharing.",Neutral
"You can opt out (via a link) from the use of unspecified information by the site, which uses it for a basic service or feature.","(A) Upon clicking the “Do Not Sell or Share My Personal Information” link, the 
business shall not require the consumer to search or scroll through the text of a 
privacy policy or similar document or webpage to locate the mechanism for 
submitting a request to opt-out of sale/sharing.",Neutral
"You can opt out (by contacting the company) from the use of contact information by a third party, which uses it for advertising.","(A) Upon clicking the “Do Not Sell or Share My Personal Information” link, the 
business shall not require the consumer to search or scroll through the text of a 
privacy policy or similar document or webpage to locate the mechanism for 
submitting a request to opt-out of sale/sharing.",Neutral
"You can make no specified choices about the use of generic personal information by a third party, which collects or receives it for advertising.","(A) Upon clicking the “Do Not Sell or Share My Personal Information” link, the 
business shall not require the consumer to search or scroll through the text of a 
privacy policy or similar document or webpage to locate the mechanism for 
submitting a request to opt-out of sale/sharing.",Neutral
"You can opt out (by contacting the company) from the use of unspecified information by a third party, which collects or receives it for analytics or research.","(A) Upon clicking the “Do Not Sell or Share My Personal Information” link, the 
business shall not require the consumer to search or scroll through the text of a 
privacy policy or similar document or webpage to locate the mechanism for 
submitting a request to opt-out of sale/sharing.",Neutral
You can choose not to use a service or feature to avoid the use of generic personal information by an unspecified party for marketing purposes.,"(A) Upon clicking the “Do Not Sell or Share My Personal Information” link, the 
business shall not require the consumer to search or scroll through the text of a 
privacy policy or similar document or webpage to locate the mechanism for 
submitting a request to opt-out of sale/sharing.",Neutral
A user with an account can opt out (by contacting the company) from the use of unspecified information by an unspecified party for an unspecified purpose.,"(A) Upon clicking the “Do Not Sell or Share My Personal Information” link, the 
business shall not require the consumer to search or scroll through the text of a 
privacy policy or similar document or webpage to locate the mechanism for 
submitting a request to opt-out of sale/sharing.",Neutral
"You can use privacy configuration settings (in your browser or on your device) to control the use of unspecified information by the site, which uses it for marketing purposes.","(A) Upon clicking the “Do Not Sell or Share My Personal Information” link, the 
business shall not require the consumer to search or scroll through the text of a 
privacy policy or similar document or webpage to locate the mechanism for 
submitting a request to opt-out of sale/sharing.",Neutral
"You can opt out (by contacting the company) from the use of contact information by the site, which uses it for marketing purposes.","(A) Upon clicking the “Do Not Sell or Share My Personal Information” link, the 
business shall not require the consumer to search or scroll through the text of a 
privacy policy or similar document or webpage to locate the mechanism for 
submitting a request to opt-out of sale/sharing.",Neutral
An unnamed third party does receive your unspecified personal information for marketing purposes. You can opt out using the provided link.,"(A) Upon clicking the “Do Not Sell or Share My Personal Information” link, the 
business shall not require the consumer to search or scroll through the text of a 
privacy policy or similar document or webpage to locate the mechanism for 
submitting a request to opt-out of sale/sharing.",Neutral
"You can opt out (via a link) from the use of computer information by a third party, which uses it for advertising.","(A) Upon clicking the “Do Not Sell or Share My Personal Information” link, the 
business shall not require the consumer to search or scroll through the text of a 
privacy policy or similar document or webpage to locate the mechanism for 
submitting a request to opt-out of sale/sharing.",Neutral
You can opt out (via a link) from the use of contact information by an unspecified party for personalization or customization.,"(A) Upon clicking the “Do Not Sell or Share My Personal Information” link, the 
business shall not require the consumer to search or scroll through the text of a 
privacy policy or similar document or webpage to locate the mechanism for 
submitting a request to opt-out of sale/sharing.",Neutral
"You can opt out (by contacting the company) from the use of contact information by a third party, which collects or receives it for marketing purposes.","(A) Upon clicking the “Do Not Sell or Share My Personal Information” link, the 
business shall not require the consumer to search or scroll through the text of a 
privacy policy or similar document or webpage to locate the mechanism for 
submitting a request to opt-out of sale/sharing.",Neutral
"You can make a choice about your privacy not described by our label scheme the use of unspecified information by the site, which collects it for advertising.","(A) Upon clicking the “Do Not Sell or Share My Personal Information” link, the 
business shall not require the consumer to search or scroll through the text of a 
privacy policy or similar document or webpage to locate the mechanism for 
submitting a request to opt-out of sale/sharing.",Neutral
You can make a choice about your privacy not described by our label scheme the use of unspecified information by an unspecified party for marketing purposes.,"(A) Upon clicking the “Do Not Sell or Share My Personal Information” link, the 
business shall not require the consumer to search or scroll through the text of a 
privacy policy or similar document or webpage to locate the mechanism for 
submitting a request to opt-out of sale/sharing.",Neutral
"You can opt out (via a link) from the use of contact information by the site, which collects it for an unspecified purpose.","(A) Upon clicking the “Do Not Sell or Share My Personal Information” link, the 
business shall not require the consumer to search or scroll through the text of a 
privacy policy or similar document or webpage to locate the mechanism for 
submitting a request to opt-out of sale/sharing.",Neutral
"You can use privacy configuration settings (in the website or app) to control the use of unspecified information by a third party, which uses it for advertising.","(A) Upon clicking the “Do Not Sell or Share My Personal Information” link, the 
business shall not require the consumer to search or scroll through the text of a 
privacy policy or similar document or webpage to locate the mechanism for 
submitting a request to opt-out of sale/sharing.",Neutral
"You can use privacy configuration settings (in your browser or on your device) to control the use of unspecified information by a third party, which collects or receives it for advertising.","(A) Upon clicking the “Do Not Sell or Share My Personal Information” link, the 
business shall not require the consumer to search or scroll through the text of a 
privacy policy or similar document or webpage to locate the mechanism for 
submitting a request to opt-out of sale/sharing.",Neutral
"You can opt out (by contacting the company) from the use of unspecified information by the site, which uses it for personalization or customization.","(A) Upon clicking the “Do Not Sell or Share My Personal Information” link, the 
business shall not require the consumer to search or scroll through the text of a 
privacy policy or similar document or webpage to locate the mechanism for 
submitting a request to opt-out of sale/sharing.",Neutral
"A user with an account can opt out (by contacting the company) from the use of generic personal information by the site, which uses it for an unspecified purpose.","(A) Upon clicking the “Do Not Sell or Share My Personal Information” link, the 
business shall not require the consumer to search or scroll through the text of a 
privacy policy or similar document or webpage to locate the mechanism for 
submitting a request to opt-out of sale/sharing.",Neutral
Another part of the company or institution does receive your unspecified personal information for marketing purposes. You can opt out by contacting the company for the collection or sharing of your information.,"(A) Upon clicking the “Do Not Sell or Share My Personal Information” link, the 
business shall not require the consumer to search or scroll through the text of a 
privacy policy or similar document or webpage to locate the mechanism for 
submitting a request to opt-out of sale/sharing.",Neutral
"You can opt out (by contacting the company) from the use of contact information by a third party, which collects or receives it for an unspecified purpose.","(A) Upon clicking the “Do Not Sell or Share My Personal Information” link, the 
business shall not require the consumer to search or scroll through the text of a 
privacy policy or similar document or webpage to locate the mechanism for 
submitting a request to opt-out of sale/sharing.",Neutral
You can opt out (via a link) from the use of unspecified information by an unspecified party for an additional (non-basic) service or feature.,"(A) Upon clicking the “Do Not Sell or Share My Personal Information” link, the 
business shall not require the consumer to search or scroll through the text of a 
privacy policy or similar document or webpage to locate the mechanism for 
submitting a request to opt-out of sale/sharing.",Neutral
"You can opt out (by contacting the company) from the use of unspecified information by the site, which uses it for an additional (non-basic) service or feature.","(A) Upon clicking the “Do Not Sell or Share My Personal Information” link, the 
business shall not require the consumer to search or scroll through the text of a 
privacy policy or similar document or webpage to locate the mechanism for 
submitting a request to opt-out of sale/sharing.",Neutral
"You can make a choice about your privacy not described by our label scheme the use of unspecified information by a third party, which collects or receives it for advertising.","(A) Upon clicking the “Do Not Sell or Share My Personal Information” link, the 
business shall not require the consumer to search or scroll through the text of a 
privacy policy or similar document or webpage to locate the mechanism for 
submitting a request to opt-out of sale/sharing.",Neutral
You can use privacy configuration settings (in your browser or on your device) to control the use of unspecified information by an unspecified party for advertising.,"(A) Upon clicking the “Do Not Sell or Share My Personal Information” link, the 
business shall not require the consumer to search or scroll through the text of a 
privacy policy or similar document or webpage to locate the mechanism for 
submitting a request to opt-out of sale/sharing.",Neutral
