premise,hypothesis,similarity_score
An unspecified third party does receive unspecified information about you for legal requirements.,"In its disclosure, a business may choose to disclose 
the number of requests that it denied in whole or in part because the request was 
not verifiable, was not made by a consumer, called for information exempt from 
disclosure, or was denied on other grounds.",0.5127002000808716
An unspecified third party does receive unspecified information about you for legal requirements.,"CPPA
 
Page 63 of 67 
(b)  A business may choose to compile and disclose the information required by subsection 
(a)(1) for requests received from all individuals, rather than requests received from 
consumers.",0.5064589381217957
An unspecified third party does receive unspecified information about you for legal requirements.,"The business shall state whether it has done so in its disclosure and shall, upon 
request, compile and provide to the Attorney General the information required by 
subsection (a)(1) for requests received from consumers.",0.5171496868133545
An unspecified third party does receive unspecified information about you for service operations or security.,"Information maintained for 
record-keeping purposes shall not be shared with any third party except as necessary to 
comply with a legal obligation.",0.5296740531921387
A named third party does receive your financial information for a basic service or feature. You can opt in for data collection for the collection or sharing of your information.,Requirements for Businesses Collecting Large Amounts of Personal Information.,0.5112900733947754
A named third party does receive your financial information for a basic service or feature. You can opt in for data collection for the collection or sharing of your information.,Requirements for Businesses Collecting Large Amounts of Personal Information.,0.5112900733947754
A named third party does receive your financial information for an unspecified purpose. You can opt in for data collection for the collection or sharing of your information.,Requirements for Businesses Collecting Large Amounts of Personal Information.,0.505311131477356
A named third party does receive your financial information for an unspecified purpose. You can opt in for data collection for the collection or sharing of your information.,"Information maintained for 
record-keeping purposes shall not be shared with any third party except as necessary to 
comply with a legal obligation.",0.5359413623809814
A named third party does receive your financial information for an unspecified purpose. You can opt in for data collection for the collection or sharing of your information.,Requirements for Businesses Collecting Large Amounts of Personal Information.,0.505311131477356
An unnamed third party does receive your financial information for a basic service or feature. You can opt in for data collection for the collection or sharing of your information.,Requirements for Businesses Collecting Large Amounts of Personal Information.,0.5301467180252075
An unnamed third party does receive your financial information for a basic service or feature. You can opt in for data collection for the collection or sharing of your information.,"Information maintained for 
record-keeping purposes shall not be shared with any third party except as necessary to 
comply with a legal obligation.",0.5193674564361572
An unnamed third party does receive your financial information for a basic service or feature. You can opt in for data collection for the collection or sharing of your information.,Requirements for Businesses Collecting Large Amounts of Personal Information.,0.5301467180252075
An unnamed third party does receive your financial information for an unspecified purpose. You can opt in for data collection for the collection or sharing of your information.,"Information maintained for 
record-keeping purposes shall not be shared with any third party except as necessary to 
comply with a legal obligation.",0.5552821159362793
A named third party does receive unspecified information about you for a basic service or feature.,"Information maintained for 
record-keeping purposes shall not be shared with any third party except as necessary to 
comply with a legal obligation.",0.5039643049240112
"The text describes how to contact the company with questions, concerns, or complaints about the privacy policy.","(2)  Disclose, by July 1 of every calendar year, the information compiled in subsection 
(a)(1) within their privacy policy or posted on their website and accessible from a link 
included in their privacy policy.",0.5120234489440918
A named third party does receive unspecified information about you for an unspecified purpose.,"Information maintained for 
record-keeping purposes shall not be shared with any third party except as necessary to 
comply with a legal obligation.",0.5347198247909546
An unnamed third party does receive unspecified information about you for an unspecified purpose.,"Information maintained for 
record-keeping purposes shall not be shared with any third party except as necessary to 
comply with a legal obligation.",0.5070441365242004
"The text describes how to contact the company with questions, concerns, or complaints about the privacy policy.","(2)  Disclose, by July 1 of every calendar year, the information compiled in subsection 
(a)(1) within their privacy policy or posted on their website and accessible from a link 
included in their privacy policy.",0.5120234489440918
"The text describes how to contact the company with questions, concerns, or complaints about the privacy policy.","(2)  Disclose, by July 1 of every calendar year, the information compiled in subsection 
(a)(1) within their privacy policy or posted on their website and accessible from a link 
included in their privacy policy.",0.5120234489440918
"The site collects your generic personal information for an unspecified purpose. Collection happens in an unspecified way, and your data is identifiable. You can opt in for data collection.",Requirements for Businesses Collecting Large Amounts of Personal Information.,0.5127449631690979
"The site collects your generic personal information for an unspecified purpose. Collection happens in an unspecified way, and your data is identifiable. You can opt in for data collection.",Requirements for Businesses Collecting Large Amounts of Personal Information.,0.5127449631690979
A named third party does receive your unspecified personal information for an additional (non-basic) service or feature.,"Information maintained for 
record-keeping purposes shall not be shared with any third party except as necessary to 
comply with a legal obligation.",0.5256012678146362
An unnamed third party does receive your unspecified personal information for an unspecified purpose. The data is aggregated or anonymized.,"Information maintained for 
record-keeping purposes shall not be shared with any third party except as necessary to 
comply with a legal obligation.",0.5475367903709412
An unspecified third party does receive unspecified information about you for legal requirements.,"Information maintained for 
record-keeping purposes shall not be shared with any third party except as necessary to 
comply with a legal obligation.",0.5737875699996948
An unspecified third party does receive unspecified information about you for legal requirements.,"(e)  Other than as required by subsection (b), a business is not required to retain personal 
information solely for the purpose of fulfilling a consumer request made under the CCPA.",0.5056120753288269
An unspecified third party does receive unspecified information about you for legal requirements.,"In its disclosure, a business may choose to disclose 
the number of requests that it denied in whole or in part because the request was 
not verifiable, was not made by a consumer, called for information exempt from 
disclosure, or was denied on other grounds.",0.5127002000808716
An unspecified third party does receive unspecified information about you for legal requirements.,"CPPA
 
Page 63 of 67 
(b)  A business may choose to compile and disclose the information required by subsection 
(a)(1) for requests received from all individuals, rather than requests received from 
consumers.",0.5064589381217957
An unspecified third party does receive unspecified information about you for legal requirements.,"The business shall state whether it has done so in its disclosure and shall, upon 
request, compile and provide to the Attorney General the information required by 
subsection (a)(1) for requests received from consumers.",0.5171496868133545
An unspecified third party does receive unspecified information about you for service operations or security.,"Information maintained for 
record-keeping purposes shall not be shared with any third party except as necessary to 
comply with a legal obligation.",0.5296740531921387
An unnamed third party does receive your unspecified personal information for legal requirements. The data is personally identifiable.,Requirements for Businesses Collecting Large Amounts of Personal Information.,0.5033907294273376
An unnamed third party does receive your unspecified personal information for legal requirements. The data is personally identifiable.,"Information maintained for 
record-keeping purposes shall not be shared with any third party except as necessary to 
comply with a legal obligation.",0.581613302230835
An unnamed third party does receive your unspecified personal information for legal requirements. The data is personally identifiable.,"(e)  Other than as required by subsection (b), a business is not required to retain personal 
information solely for the purpose of fulfilling a consumer request made under the CCPA.",0.5267252326011658
An unnamed third party does receive your unspecified personal information for legal requirements. The data is personally identifiable.,Requirements for Businesses Collecting Large Amounts of Personal Information.,0.5033907294273376
An unnamed third party does receive your unspecified personal information for service operations or security. The data is personally identifiable.,"Information maintained for 
record-keeping purposes shall not be shared with any third party except as necessary to 
comply with a legal obligation.",0.5129108428955078
An unspecified third party does receive your unspecified personal information for legal requirements.,"Information maintained for 
record-keeping purposes shall not be shared with any third party except as necessary to 
comply with a legal obligation.",0.596542239189148
An unspecified third party does receive your unspecified personal information for legal requirements.,"(e)  Other than as required by subsection (b), a business is not required to retain personal 
information solely for the purpose of fulfilling a consumer request made under the CCPA.",0.5627903342247009
An unspecified third party does receive your unspecified personal information for legal requirements.,"CPPA
 
Page 63 of 67 
(b)  A business may choose to compile and disclose the information required by subsection 
(a)(1) for requests received from all individuals, rather than requests received from 
consumers.",0.5108712315559387
An unspecified third party does receive your unspecified personal information for legal requirements.,"The business shall state whether it has done so in its disclosure and shall, upon 
request, compile and provide to the Attorney General the information required by 
subsection (a)(1) for requests received from consumers.",0.5153830051422119
An unspecified third party does receive your unspecified personal information for service operations or security.,"Information maintained for 
record-keeping purposes shall not be shared with any third party except as necessary to 
comply with a legal obligation.",0.5442326068878174
An unspecified third party does receive your unspecified personal information for service operations or security.,"(e)  Other than as required by subsection (b), a business is not required to retain personal 
information solely for the purpose of fulfilling a consumer request made under the CCPA.",0.5212045907974243
An unnamed third party does receive your unspecified personal information for a basic service or feature. The data is personally identifiable.,"Information maintained for 
record-keeping purposes shall not be shared with any third party except as necessary to 
comply with a legal obligation.",0.5083447098731995
A named third party does receive your unspecified personal information for a basic service or feature.,"Information maintained for 
record-keeping purposes shall not be shared with any third party except as necessary to 
comply with a legal obligation.",0.5174984335899353
A named third party does receive your unspecified personal information for an additional (non-basic) service or feature.,"Information maintained for 
record-keeping purposes shall not be shared with any third party except as necessary to 
comply with a legal obligation.",0.5256012678146362
An unnamed third party does receive unspecified information about you for marketing purposes. You can opt out using the provided link for the use of your information.,"In its disclosure, a business may choose to disclose 
the number of requests that it denied in whole or in part because the request was 
not verifiable, was not made by a consumer, called for information exempt from 
disclosure, or was denied on other grounds.",0.5072683691978455
"You can opt out (via a link) from the use of unspecified information by a third party, which collects or receives it for marketing purposes.","Information maintained for 
record-keeping purposes shall not be shared with any third party except as necessary to 
comply with a legal obligation.",0.5182255506515503
Another part of the company or institution does receive your unspecified personal information for an additional (non-basic) service or feature. The data is personally identifiable. You can opt in for data collection.,Requirements for Businesses Collecting Large Amounts of Personal Information.,0.6194374561309814
Another part of the company or institution does receive your unspecified personal information for an additional (non-basic) service or feature. The data is personally identifiable. You can opt in for data collection.,"Information maintained for 
record-keeping purposes shall not be shared with any third party except as necessary to 
comply with a legal obligation.",0.5329962968826294
Another part of the company or institution does receive your unspecified personal information for an additional (non-basic) service or feature. The data is personally identifiable. You can opt in for data collection.,"(e)  Other than as required by subsection (b), a business is not required to retain personal 
information solely for the purpose of fulfilling a consumer request made under the CCPA.",0.6013675928115845
Another part of the company or institution does receive your unspecified personal information for an additional (non-basic) service or feature. The data is personally identifiable. You can opt in for data collection.,Requirements for Businesses Collecting Large Amounts of Personal Information.,0.6194374561309814
Another part of the company or institution does receive your unspecified personal information for an additional (non-basic) service or feature. The data is personally identifiable. You can opt in for data collection.,"CPPA
 
Page 63 of 67 
(b)  A business may choose to compile and disclose the information required by subsection 
(a)(1) for requests received from all individuals, rather than requests received from 
consumers.",0.5093223452568054
An unnamed third party does receive your unspecified personal information for marketing purposes. You can opt in for data collection.,Requirements for Businesses Collecting Large Amounts of Personal Information.,0.5330408811569214
An unnamed third party does receive your unspecified personal information for marketing purposes. You can opt in for data collection.,"Information maintained for 
record-keeping purposes shall not be shared with any third party except as necessary to 
comply with a legal obligation.",0.530185341835022
An unnamed third party does receive your unspecified personal information for marketing purposes. You can opt in for data collection.,"(e)  Other than as required by subsection (b), a business is not required to retain personal 
information solely for the purpose of fulfilling a consumer request made under the CCPA.",0.5241617560386658
An unnamed third party does receive your unspecified personal information for marketing purposes. You can opt in for data collection.,Requirements for Businesses Collecting Large Amounts of Personal Information.,0.5330408811569214
"The text describes how to contact the company with questions, concerns, or complaints about the privacy policy.","(2)  Disclose, by July 1 of every calendar year, the information compiled in subsection 
(a)(1) within their privacy policy or posted on their website and accessible from a link 
included in their privacy policy.",0.5120234489440918
The public does see your activities on the website or app for an additional (non-basic) service or feature. The data is personally identifiable.,"(2)  Disclose, by July 1 of every calendar year, the information compiled in subsection 
(a)(1) within their privacy policy or posted on their website and accessible from a link 
included in their privacy policy.",0.5002323985099792
The public does see unspecified information about you for an additional (non-basic) service or feature.,"(2)  Disclose, by July 1 of every calendar year, the information compiled in subsection 
(a)(1) within their privacy policy or posted on their website and accessible from a link 
included in their privacy policy.",0.5008208751678467
A user's unspecified information is retained for an unspecified duration to maintain service operations or security.,"(d)  Information maintained for record-keeping purposes shall not be used for any other 
purpose except as reasonably necessary for the business to review and modify its 

CPPA
 
Page 62 of 67 
processes for compliance with the CCPA and these regulations.",0.5573015213012695
A user's unspecified information is retained for an unspecified duration to maintain service operations or security.,"Information maintained for 
record-keeping purposes shall not be shared with any third party except as necessary to 
comply with a legal obligation.",0.5608403086662292
A user's unspecified information is retained for an unspecified duration to maintain service operations or security.,"(e)  Other than as required by subsection (b), a business is not required to retain personal 
information solely for the purpose of fulfilling a consumer request made under the CCPA.",0.524784505367279
"A user's unspecified information is retained for a limited (but unspecified) period of time to perform a requested service, and then it is deleted..","Information maintained for 
record-keeping purposes shall not be shared with any third party except as necessary to 
comply with a legal obligation.",0.5213161110877991
A user with an account can use privacy configuration settings (in the website or app) to control the use of unspecified information by an unspecified party for an unspecified purpose.,"Information maintained for 
record-keeping purposes shall not be shared with any third party except as necessary to 
comply with a legal obligation.",0.5049442052841187
You can opt out (by contacting the company) from the use of unspecified information by an unspecified party for an unspecified purpose.,"Information maintained for 
record-keeping purposes shall not be shared with any third party except as necessary to 
comply with a legal obligation.",0.50454181432724
You can opt out (by contacting the company) from the use of unspecified information by an unspecified party for an unspecified purpose.,"In its disclosure, a business may choose to disclose 
the number of requests that it denied in whole or in part because the request was 
not verifiable, was not made by a consumer, called for information exempt from 
disclosure, or was denied on other grounds.",0.5346145033836365
You can opt out (via a link) from the use of unspecified information by an unspecified party for an unspecified purpose.,"Information maintained for 
record-keeping purposes shall not be shared with any third party except as necessary to 
comply with a legal obligation.",0.5301702618598938
You can opt out (via a link) from the use of unspecified information by an unspecified party for an unspecified purpose.,"In its disclosure, a business may choose to disclose 
the number of requests that it denied in whole or in part because the request was 
not verifiable, was not made by a consumer, called for information exempt from 
disclosure, or was denied on other grounds.",0.5062628984451294
Data is accessible to employees/third parties on a need-to-know basis.,Requirements for Businesses Collecting Large Amounts of Personal Information.,0.5973386168479919
Data is accessible to employees/third parties on a need-to-know basis.,Requirements for Businesses Collecting Large Amounts of Personal Information.,0.5973386168479919
Data is accessible to employees/third parties on a need-to-know basis.,Requirements for Businesses Collecting Large Amounts of Personal Information.,0.5973386168479919
Data is accessible to employees/third parties on a need-to-know basis.,Requirements for Businesses Collecting Large Amounts of Personal Information.,0.5973386168479919
Data is accessible to employees/third parties on a need-to-know basis.,Requirements for Businesses Collecting Large Amounts of Personal Information.,0.5973386168479919
Data is accessible to employees/third parties on a need-to-know basis.,Requirements for Businesses Collecting Large Amounts of Personal Information.,0.5973386168479919
"When a change of an unspecified nature is made to the privacy policy, the policy date is updated or information about the change is posted as part of the policy. Users' choices regarding policy changes are not mentioned or are unclear.","(2)  Disclose, by July 1 of every calendar year, the information compiled in subsection 
(a)(1) within their privacy policy or posted on their website and accessible from a link 
included in their privacy policy.",0.5740399360656738
"When a change of an unspecified nature is made to the privacy policy, the policy date is updated or information about the change is posted as part of the policy. Users' choices regarding policy changes are not mentioned or are unclear.","(2)  Disclose, by July 1 of every calendar year, the information compiled in subsection 
(a)(1) within their privacy policy or posted on their website and accessible from a link 
included in their privacy policy.",0.5740399360656738
"When a change of an unspecified nature is made to the privacy policy, users are notified when visiting the website. Users' choices regarding policy changes are not mentioned or are unclear.","(2)  Disclose, by July 1 of every calendar year, the information compiled in subsection 
(a)(1) within their privacy policy or posted on their website and accessible from a link 
included in their privacy policy.",0.517473578453064
"The text describes how to contact the company with questions, concerns, or complaints about the privacy policy.","(2)  Disclose, by July 1 of every calendar year, the information compiled in subsection 
(a)(1) within their privacy policy or posted on their website and accessible from a link 
included in their privacy policy.",0.5120234489440918
"The text describes how to contact the company with questions, concerns, or complaints about the privacy policy.","(2)  Disclose, by July 1 of every calendar year, the information compiled in subsection 
(a)(1) within their privacy policy or posted on their website and accessible from a link 
included in their privacy policy.",0.5120234489440918
"The text describes how to contact the company with questions, concerns, or complaints about the privacy policy.","(2)  Disclose, by July 1 of every calendar year, the information compiled in subsection 
(a)(1) within their privacy policy or posted on their website and accessible from a link 
included in their privacy policy.",0.5120234489440918
"When a change of an unspecified nature is made to the privacy policy, the policy date is updated or information about the change is posted as part of the policy. Users have a choice not covered by our label scheme.","(2)  Disclose, by July 1 of every calendar year, the information compiled in subsection 
(a)(1) within their privacy policy or posted on their website and accessible from a link 
included in their privacy policy.",0.5560644865036011
An unnamed third party does do something unspecified with unspecified information about you for an unspecified purpose.,"Information maintained for 
record-keeping purposes shall not be shared with any third party except as necessary to 
comply with a legal obligation.",0.5245665907859802
"The text describes how to contact the company with questions, concerns, or complaints about the privacy policy.","(2)  Disclose, by July 1 of every calendar year, the information compiled in subsection 
(a)(1) within their privacy policy or posted on their website and accessible from a link 
included in their privacy policy.",0.5120234489440918
An unnamed third party does not receive your unspecified personal information for an unspecified purpose. You can opt in for data collection for the collection or sharing of your information.,"Information maintained for 
record-keeping purposes shall not be shared with any third party except as necessary to 
comply with a legal obligation.",0.606026291847229
An unnamed third party does not receive your unspecified personal information for an unspecified purpose. You can opt in for data collection for the collection or sharing of your information.,"(e)  Other than as required by subsection (b), a business is not required to retain personal 
information solely for the purpose of fulfilling a consumer request made under the CCPA.",0.5117480754852295
"The site collects your unspecified information for an unspecified purpose. Collection happens by some means outside of our label scheme, and your data is aggregated or anonymized. You can configure your privacy using a method outside our label scheme for the use of your information.","(2)  Disclose, by July 1 of every calendar year, the information compiled in subsection 
(a)(1) within their privacy policy or posted on their website and accessible from a link 
included in their privacy policy.",0.5026215314865112
"When a change is made to the privacy policy that significantly affects data practices, the policy date is updated or information about the change is posted as part of the policy. Users have a choice not covered by our label scheme.","(2)  Disclose, by July 1 of every calendar year, the information compiled in subsection 
(a)(1) within their privacy policy or posted on their website and accessible from a link 
included in their privacy policy.",0.554317831993103
"The text describes how to contact the company with questions, concerns, or complaints about the privacy policy.","(2)  Disclose, by July 1 of every calendar year, the information compiled in subsection 
(a)(1) within their privacy policy or posted on their website and accessible from a link 
included in their privacy policy.",0.5120234489440918
An unnamed third party does receive unspecified information about you for a basic service or feature. You can opt in for data collection for the collection or sharing of your information.,"Information maintained for 
record-keeping purposes shall not be shared with any third party except as necessary to 
comply with a legal obligation.",0.5727704763412476
An unnamed third party does receive unspecified information about you for a basic service or feature. You can opt in for data collection for the collection or sharing of your information.,"CPPA
 
Page 63 of 67 
(b)  A business may choose to compile and disclose the information required by subsection 
(a)(1) for requests received from all individuals, rather than requests received from 
consumers.",0.5064681172370911
Another part of the company or institution does receive unspecified information about you for an unspecified purpose.,"Information maintained for 
record-keeping purposes shall not be shared with any third party except as necessary to 
comply with a legal obligation.",0.5144323110580444
Another part of the company or institution does receive unspecified information about you for an unspecified purpose.,"(e)  Other than as required by subsection (b), a business is not required to retain personal 
information solely for the purpose of fulfilling a consumer request made under the CCPA.",0.5628775358200073
Another part of the company or institution does receive unspecified information about you for an unspecified purpose.,"In its disclosure, a business may choose to disclose 
the number of requests that it denied in whole or in part because the request was 
not verifiable, was not made by a consumer, called for information exempt from 
disclosure, or was denied on other grounds.",0.510080099105835
Another part of the company or institution does receive unspecified information about you for an unspecified purpose.,"CPPA
 
Page 63 of 67 
(b)  A business may choose to compile and disclose the information required by subsection 
(a)(1) for requests received from all individuals, rather than requests received from 
consumers.",0.5190632939338684
Another part of the company or institution does receive unspecified information about you for an unspecified purpose.,"The business shall state whether it has done so in its disclosure and shall, upon 
request, compile and provide to the Attorney General the information required by 
subsection (a)(1) for requests received from consumers.",0.5073000192642212
An unnamed third party does receive unspecified information about you for an unspecified purpose. The data is aggregated or anonymized.,"Information maintained for 
record-keeping purposes shall not be shared with any third party except as necessary to 
comply with a legal obligation.",0.5267440676689148
An unnamed third party does receive unspecified information about you for legal requirements.,"Information maintained for 
record-keeping purposes shall not be shared with any third party except as necessary to 
comply with a legal obligation.",0.5594114065170288
An unnamed third party does receive unspecified information about you for legal requirements.,"In its disclosure, a business may choose to disclose 
the number of requests that it denied in whole or in part because the request was 
not verifiable, was not made by a consumer, called for information exempt from 
disclosure, or was denied on other grounds.",0.502372145652771
An unnamed third party does receive unspecified information about you for legal requirements.,"The business shall state whether it has done so in its disclosure and shall, upon 
request, compile and provide to the Attorney General the information required by 
subsection (a)(1) for requests received from consumers.",0.5026143789291382
An unnamed third party does receive information about you not covered by our label scheme for legal requirements.,"Information maintained for 
record-keeping purposes shall not be shared with any third party except as necessary to 
comply with a legal obligation.",0.5818793773651123
An unnamed third party does receive information about you not covered by our label scheme for legal requirements.,"In its disclosure, a business may choose to disclose 
the number of requests that it denied in whole or in part because the request was 
not verifiable, was not made by a consumer, called for information exempt from 
disclosure, or was denied on other grounds.",0.5474867820739746
An unnamed third party does receive unspecified information about you for mergers or acquisitions. You can configure your privacy using a method outside our label scheme for the collection or sharing and use of your information.,"Information maintained for 
record-keeping purposes shall not be shared with any third party except as necessary to 
comply with a legal obligation.",0.5040380954742432
A named third party does do something unspecified with unspecified information about you for an unspecified purpose.,"Information maintained for 
record-keeping purposes shall not be shared with any third party except as necessary to 
comply with a legal obligation.",0.5407919883728027
A named third party does do something unspecified with unspecified information about you for analytics or research.,"Information maintained for 
record-keeping purposes shall not be shared with any third party except as necessary to 
comply with a legal obligation.",0.5091756582260132
You can make a choice about your privacy not described by our label scheme the use of unspecified information by an unspecified party for advertising.,"In its disclosure, a business may choose to disclose 
the number of requests that it denied in whole or in part because the request was 
not verifiable, was not made by a consumer, called for information exempt from 
disclosure, or was denied on other grounds.",0.5482177734375
You can use privacy configuration settings (in the website or app) to control the use of unspecified information by an unspecified party for a basic service or feature.,"Information maintained for 
record-keeping purposes shall not be shared with any third party except as necessary to 
comply with a legal obligation.",0.520452618598938
Data is accessible to employees/third parties on a need-to-know basis.,Requirements for Businesses Collecting Large Amounts of Personal Information.,0.5973386168479919
Data is accessible to employees/third parties on a need-to-know basis.,Requirements for Businesses Collecting Large Amounts of Personal Information.,0.5973386168479919
"The text describes how to contact the company with questions, concerns, or complaints about the privacy policy.","(2)  Disclose, by July 1 of every calendar year, the information compiled in subsection 
(a)(1) within their privacy policy or posted on their website and accessible from a link 
included in their privacy policy.",0.5120234489440918
"You can choose not to use a service or feature to avoid the use of unspecified information by the site, which collects it for an unspecified purpose.","Information maintained for 
record-keeping purposes shall not be shared with any third party except as necessary to 
comply with a legal obligation.",0.551108181476593
"You can choose not to use a service or feature to avoid the use of unspecified information by a third party, which collects or receives it for an unspecified purpose.","Information maintained for 
record-keeping purposes shall not be shared with any third party except as necessary to 
comply with a legal obligation.",0.638845682144165
"You can choose not to use a service or feature to avoid the use of unspecified information by a third party, which collects or receives it for an unspecified purpose.","(e)  Other than as required by subsection (b), a business is not required to retain personal 
information solely for the purpose of fulfilling a consumer request made under the CCPA.",0.5087273120880127
"You can choose not to use a service or feature to avoid the use of unspecified information by a third party, which collects or receives it for an unspecified purpose.","In its disclosure, a business may choose to disclose 
the number of requests that it denied in whole or in part because the request was 
not verifiable, was not made by a consumer, called for information exempt from 
disclosure, or was denied on other grounds.",0.5291887521743774
"You can choose not to use a service or feature to avoid the use of unspecified information by a third party, which collects or receives it for an unspecified purpose.","CPPA
 
Page 63 of 67 
(b)  A business may choose to compile and disclose the information required by subsection 
(a)(1) for requests received from all individuals, rather than requests received from 
consumers.",0.5222960710525513
"You can choose not to use a service or feature to avoid the use of unspecified information by the site, which uses it for an unspecified purpose.","Information maintained for 
record-keeping purposes shall not be shared with any third party except as necessary to 
comply with a legal obligation.",0.5303603410720825
"You can choose not to use a service or feature to avoid the use of unspecified information by a third party, which uses it for an unspecified purpose.","Information maintained for 
record-keeping purposes shall not be shared with any third party except as necessary to 
comply with a legal obligation.",0.6088507175445557
"You can choose not to use a service or feature to avoid the use of unspecified information by a third party, which uses it for an unspecified purpose.","In its disclosure, a business may choose to disclose 
the number of requests that it denied in whole or in part because the request was 
not verifiable, was not made by a consumer, called for information exempt from 
disclosure, or was denied on other grounds.",0.5070387125015259
"The text describes how to contact the company with questions, concerns, or complaints about the privacy policy.","(2)  Disclose, by July 1 of every calendar year, the information compiled in subsection 
(a)(1) within their privacy policy or posted on their website and accessible from a link 
included in their privacy policy.",0.5120234489440918
"When a change is made to the privacy policy that significantly affects data practices, users are notified in a manner outside of our label scheme. Users' choices regarding policy changes are not mentioned or are unclear.","(2)  Disclose, by July 1 of every calendar year, the information compiled in subsection 
(a)(1) within their privacy policy or posted on their website and accessible from a link 
included in their privacy policy.",0.5034554600715637
"When a change of an unspecified nature is made to the privacy policy, the policy date is updated or information about the change is posted as part of the policy. Users' choices regarding policy changes are not mentioned or are unclear.","(2)  Disclose, by July 1 of every calendar year, the information compiled in subsection 
(a)(1) within their privacy policy or posted on their website and accessible from a link 
included in their privacy policy.",0.5740399360656738
An unnamed third party does not do something outside of our label scheme with your unspecified personal information for marketing purposes.,"Information maintained for 
record-keeping purposes shall not be shared with any third party except as necessary to 
comply with a legal obligation.",0.527123212814331
An unnamed third party does receive unspecified information about you for a basic service or feature. You can opt in for data collection.,"Information maintained for 
record-keeping purposes shall not be shared with any third party except as necessary to 
comply with a legal obligation.",0.5252197980880737
Another part of the company or institution does receive unspecified information about you for an unspecified purpose.,"Information maintained for 
record-keeping purposes shall not be shared with any third party except as necessary to 
comply with a legal obligation.",0.5144323110580444
Another part of the company or institution does receive unspecified information about you for an unspecified purpose.,"(e)  Other than as required by subsection (b), a business is not required to retain personal 
information solely for the purpose of fulfilling a consumer request made under the CCPA.",0.5628775358200073
Another part of the company or institution does receive unspecified information about you for an unspecified purpose.,"In its disclosure, a business may choose to disclose 
the number of requests that it denied in whole or in part because the request was 
not verifiable, was not made by a consumer, called for information exempt from 
disclosure, or was denied on other grounds.",0.510080099105835
Another part of the company or institution does receive unspecified information about you for an unspecified purpose.,"CPPA
 
Page 63 of 67 
(b)  A business may choose to compile and disclose the information required by subsection 
(a)(1) for requests received from all individuals, rather than requests received from 
consumers.",0.5190632939338684
Another part of the company or institution does receive unspecified information about you for an unspecified purpose.,"The business shall state whether it has done so in its disclosure and shall, upon 
request, compile and provide to the Attorney General the information required by 
subsection (a)(1) for requests received from consumers.",0.5073000192642212
An unnamed third party does receive your unspecified personal information for an unspecified purpose. The data is aggregated or anonymized.,"Information maintained for 
record-keeping purposes shall not be shared with any third party except as necessary to 
comply with a legal obligation.",0.5475367903709412
An unspecified third party does do something unspecified with unspecified information about you for legal requirements.,"Information maintained for 
record-keeping purposes shall not be shared with any third party except as necessary to 
comply with a legal obligation.",0.5729916095733643
An unspecified third party does do something unspecified with unspecified information about you for legal requirements.,"In its disclosure, a business may choose to disclose 
the number of requests that it denied in whole or in part because the request was 
not verifiable, was not made by a consumer, called for information exempt from 
disclosure, or was denied on other grounds.",0.5105440616607666
An unspecified third party does do something unspecified with unspecified information about you for service operations or security.,"Information maintained for 
record-keeping purposes shall not be shared with any third party except as necessary to 
comply with a legal obligation.",0.5534909963607788
An unspecified third party does do something outside of our label scheme with unspecified information about you for mergers or acquisitions.,"Information maintained for 
record-keeping purposes shall not be shared with any third party except as necessary to 
comply with a legal obligation.",0.5029782652854919
"You can make a choice about your privacy not described by our label scheme the use of unspecified information by the site, which uses it for mergers or acquisitions.","Information maintained for 
record-keeping purposes shall not be shared with any third party except as necessary to 
comply with a legal obligation.",0.542884886264801
"You can make a choice about your privacy not described by our label scheme the use of unspecified information by the site, which uses it for mergers or acquisitions.","In its disclosure, a business may choose to disclose 
the number of requests that it denied in whole or in part because the request was 
not verifiable, was not made by a consumer, called for information exempt from 
disclosure, or was denied on other grounds.",0.5118643045425415
A named third party does do something unspecified with information about you not covered by our label scheme for targeted advertising.,"In its disclosure, a business may choose to disclose 
the number of requests that it denied in whole or in part because the request was 
not verifiable, was not made by a consumer, called for information exempt from 
disclosure, or was denied on other grounds.",0.5199693441390991
A named third party does do something unspecified with information about you not covered by our label scheme for analytics or research.,"Information maintained for 
record-keeping purposes shall not be shared with any third party except as necessary to 
comply with a legal obligation.",0.5489816665649414
"Users with accounts can view their information, within the scope of transactional data (e.g., online activity, purchases).",Requirements for Businesses Collecting Large Amounts of Personal Information.,0.511231541633606
"Users with accounts can view their information, within the scope of transactional data (e.g., online activity, purchases).",Requirements for Businesses Collecting Large Amounts of Personal Information.,0.511231541633606
"You can make no specified choices about the use of unspecified information by the site, which collects it for an unspecified purpose.","Information maintained for 
record-keeping purposes shall not be shared with any third party except as necessary to 
comply with a legal obligation.",0.532740592956543
Data is accessible to employees/third parties on a need-to-know basis.,Requirements for Businesses Collecting Large Amounts of Personal Information.,0.5973386168479919
